event_id,name,name_long,name_subtitle,use_type,location_type,date_start,date_end,description,facility_name,facility_id,site_name,site_id,unit_name,level_name,level_number,source_name,source_path,source_type,source_method,image_url,objectid
123,Mona Lisa,,,Film,Indoors,"4/3/2026, 5:15:00 PM","4/3/2026, 11:00:00 PM","Irishman Neil Jordan’s third feature stars Bob Hoskins as a driver, bodyguard and prospective lover to a high-echelon sex worker in a seedy (and thoroughly phantasmatic) 1980s London. In Jordan’s London, human trafficking and petty gangsterism abound, with Hoskins called upon to rescue love interest Simone—Cathy Tyson in her remarkable cinema debut—from the throes of Michael Caine’s underground overlord.",,,,,"Harvard Film Archive
24 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgBAnvS46zYLxDO%2AKlSJcXt5.jpg,38147
125,OFA Dance Program Community Classes,,,Classes/Workshops,Indoors,"4/3/2026, 8:00:00 PM","4/5/2026, 12:00:00 AM","Non-credit community classes in a broad range of movement styles and dance traditions for all levels and abilities. Taught by the OFA Dance Program's teaching artists– local professional dancers, pedagogues, and culture bearers– classes are designed to be inclusive, joyful, and culturally rooted, allowing participants to expand their understanding of dance and to connect to themselves and each other authentically. Several classes feature live music, and most don’t require any previous dance experience.",,,,,"Harvard Dance Center
66 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgCpXRK-Yav2jOjU0xN2FfYw.jpg,38145
124,In Memory of Gustavo Gutiérrez: 50 years of Liberation Theology,,,Exhibitions,Indoors,"4/3/2026, 8:00:00 PM","4/5/2026, 12:00:00 AM","An exhibit focused on the life and work of one of the most influential theologians of the 20th century, Gustavo Gutiérrez, and his role in the founding and development of liberation theology.
  
Liberation theology is a religious, social, and political movement originating in Latin America in the mid-twentieth century. Inspired by the Gospels, liberation theology stands in solidarity with those in the margins of society and strives to eradicate all forms of oppression. Ultimately, liberation theology’s goal is that all of us, but especially the poor, can flourish in communion with God and the neighbor. Gustavo Gutiérrez’s magnum opus, Teología de la liberación (1971), gave name and its foundational articulation to this theological tradition.",,,,,"Harvard Divinity School Library
45 Francis Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgDmFo6AsEBdg1bg3JZAcB8J.jpg,38146
126,Castaway: The Afterlife of Plastic,,,Art/Design,Indoors,"4/4/2026, 5:00:00 AM","4/4/2026, 5:00:00 PM","In this exhibition, the art collective TRES invites us to share their 2016 journey to document, collect, and photograph debris along the beaches of Australia. Evoking archaeology, marine biology, and cartography, their images summon us to more deeply engage with the natural vistas and objects they have encountered, and to examine and interpret them with fresh perspectives.

TRES transports us with photographs of glowing orbs that resemble celestial spheres more than the bottle caps they once were. Making their way as garbage to Australia from as far away as China, these objects have been scarred by Bryozoa, tiny micro-organisms which can be seen in the display case in this exhibition. Now, plastic items such as these lay scattered about the otherwise pristine-appearing landscapes.

The rhythmic flow of images challenges us to make sense of the terrain. With hand-drawn maps and charts, TRES attempts to bring order to a perplexing world, where plastic objects resemble organic ones, and “natural” landscapes bear unmistakable traces of human-made pollution.",,,,,"Peabody Museum of Archaeology & Ethnology
11 Divinity Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgBX9RdVoStNT2N%2A1g4GEFiO.jpg,38144
127,Celtic Art Across the Ages,,,Art/Design,Indoors,"4/4/2026, 6:00:00 AM","4/4/2026, 5:00:00 PM","When you think of the word “Celtic,” what do you picture? Perhaps intricate knotwork designs, legendary warriors, or mystical spirituality? Maybe even a certain NBA team? Celtic Art Across the Ages will introduce visitors to the worlds of the various peoples who were historically labeled “Celts”—through the objects they created, the interactions they had across the European continent, and the myths that shaped their legacy, then as now. The exhibition stretches from 800 BCE through today, showcasing the craftsmanship, innovation, cultural connections, and multilayered reception that characterized Celtic art in Europe and beyond.",,,,,"Harvard Art Museums
32 Quincy St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBKro7ME%2AKE5xyvcf6LMPs1.jpg,38143
130,RENT,,,Music,Indoors,"4/4/2026, 10:00:00 AM","4/4/2026, 2:00:00 PM","Set in the East Village of New York City, RENT is about falling in love, finding your voice, and living for today. Running for 6 performances.",,,,,"Adams Pool Theater
26 Plympton St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgDvg%2Adu4dHLZMW9L3JCy5E5.jpg,38140
129,OFA Dance Open Studio: RootsUprising in Process,,,Art/Design,Indoors,"4/4/2026, 10:00:00 AM","4/4/2026, 3:30:00 PM","You’re invited to an open, in-process rehearsal of a new work titled Witness Trees with RootsUprising Dance Company, created by choreographer Nailah Randall-Bellinge.  The work will be presented in the historic gardens and former plantation of Middleton Place in Charleston, SC, in the summer of 2026, and explores the symbiotic relationship between nature and the enslaved African laborers who lived and worked there. 

Open Studios include Q&A and feedback exchange that bring community into the process. Be in the room while art is made, and be part of its shaping.",,,,,"Harvard Dance Center
66 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgCEOa6k5KXfGm8r%2A99g3NLa.jpg,38141
128,Harvard Ballet Company presents Interlude,,,Dance,Indoors,"4/4/2026, 10:00:00 AM","4/4/2026, 2:00:00 PM","Interlude invites audiences into the quiet, resonant spaces between moments where breath, reflection, and transformation unfold. Running for 3 performances.",,,,,"Loeb Drama Center
64 Brattle St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBagEc-xXFZrs7TGw-FRTc%2A.jpg,38142
132,The 40th Annual Cultural Rhythms Showcase,,,Award Ceremonies,Indoors,"4/4/2026, 2:00:00 PM","4/4/2026, 6:00:00 PM",A celebration of the multitude of cultures at Harvard. Cultural Rhythms showcases 11 cultural performances and an award ceremony and student-led conversation with our Cultural Impact Award Recipient.,,,,,"Sanders Theatre
45 Quincy St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgDIGSq-gCbYM75JZSnBZdHu.jpg,38139
133,Assassination,,,Diversity and Inclusion,Indoors,"4/4/2026, 3:00:00 PM","4/4/2026, 8:20:00 PM","“A man should live any way he wants,” comments samurai Kiyokawa (the charismatic Tanba Tetsuro); “what else is there?” Assassination resembles Pale Flower: both films map out a strange and fascinating transitional territory between traditional genre cinema and a more critical, free-wheeling mode. The storytelling of Assassination is baroque, using numerous flashbacks from various characters’ points of view.",,,,,"Harvard Film Archive
24 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgC16dpTLRgjmCVGLrhruf0r.jpg,38138
134,Harvard Ballet Company presents Interlude,,,Dance,Indoors,"4/4/2026, 3:30:00 PM","4/4/2026, 7:30:00 PM","Interlude invites audiences into the quiet, resonant spaces between moments where breath, reflection, and transformation unfold. Running for 3 performances.",,,,,"Loeb Drama Center
64 Brattle St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgAOvuFmTh7iE1joe%2Awi72IN.jpg,38137
135,Samurai Spy,,,Diversity and Inclusion,Indoors,"4/4/2026, 5:00:00 PM","4/4/2026, 10:40:00 PM","In another of his studies of men of action who experience the loss of grounds for action, Shinoda contemplates the adventures of a sort of super-ninja (Takahashi Koji) who navigates the political complexities and martial perils of early 17th-century Japan. Samurai Spy is a crowd-pleasing genre piece in which Shinoda shows his mastery through style and ideological contention.",,,,,"Harvard Film Archive
24 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgAPtZua-5Egph5o6YnIHulM.jpg,38136
137,OFA Dance Program Community Classes,,,Classes/Workshops,Indoors,"4/4/2026, 8:00:00 PM","4/6/2026, 12:00:00 AM","Non-credit community classes in a broad range of movement styles and dance traditions for all levels and abilities. Taught by the OFA Dance Program's teaching artists– local professional dancers, pedagogues, and culture bearers– classes are designed to be inclusive, joyful, and culturally rooted, allowing participants to expand their understanding of dance and to connect to themselves and each other authentically. Several classes feature live music, and most don’t require any previous dance experience.",,,,,"Harvard Dance Center
66 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgCpXRK-Yav2jOjU0xN2FfYw.jpg,38134
136,In Memory of Gustavo Gutiérrez: 50 years of Liberation Theology,,,Exhibitions,Indoors,"4/4/2026, 8:00:00 PM","4/6/2026, 12:00:00 AM","An exhibit focused on the life and work of one of the most influential theologians of the 20th century, Gustavo Gutiérrez, and his role in the founding and development of liberation theology.
  
Liberation theology is a religious, social, and political movement originating in Latin America in the mid-twentieth century. Inspired by the Gospels, liberation theology stands in solidarity with those in the margins of society and strives to eradicate all forms of oppression. Ultimately, liberation theology’s goal is that all of us, but especially the poor, can flourish in communion with God and the neighbor. Gustavo Gutiérrez’s magnum opus, Teología de la liberación (1971), gave name and its foundational articulation to this theological tradition.",,,,,"Harvard Divinity School Library
45 Francis Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgDmFo6AsEBdg1bg3JZAcB8J.jpg,38135
138,Castaway: The Afterlife of Plastic,,,Art/Design,Indoors,"4/5/2026, 5:00:00 AM","4/5/2026, 5:00:00 PM","In this exhibition, the art collective TRES invites us to share their 2016 journey to document, collect, and photograph debris along the beaches of Australia. Evoking archaeology, marine biology, and cartography, their images summon us to more deeply engage with the natural vistas and objects they have encountered, and to examine and interpret them with fresh perspectives.

TRES transports us with photographs of glowing orbs that resemble celestial spheres more than the bottle caps they once were. Making their way as garbage to Australia from as far away as China, these objects have been scarred by Bryozoa, tiny micro-organisms which can be seen in the display case in this exhibition. Now, plastic items such as these lay scattered about the otherwise pristine-appearing landscapes.

The rhythmic flow of images challenges us to make sense of the terrain. With hand-drawn maps and charts, TRES attempts to bring order to a perplexing world, where plastic objects resemble organic ones, and “natural” landscapes bear unmistakable traces of human-made pollution.",,,,,"Peabody Museum of Archaeology & Ethnology
11 Divinity Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgBX9RdVoStNT2N%2A1g4GEFiO.jpg,38133
139,Celtic Art Across the Ages,,,Art/Design,Indoors,"4/5/2026, 6:00:00 AM","4/5/2026, 5:00:00 PM","When you think of the word “Celtic,” what do you picture? Perhaps intricate knotwork designs, legendary warriors, or mystical spirituality? Maybe even a certain NBA team? Celtic Art Across the Ages will introduce visitors to the worlds of the various peoples who were historically labeled “Celts”—through the objects they created, the interactions they had across the European continent, and the myths that shaped their legacy, then as now. The exhibition stretches from 800 BCE through today, showcasing the craftsmanship, innovation, cultural connections, and multilayered reception that characterized Celtic art in Europe and beyond.",,,,,"Harvard Art Museums
32 Quincy St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBKro7ME%2AKE5xyvcf6LMPs1.jpg,38132
140,Harvard Museum of the Ancient Near East Tours Led by Harvard Students,,,Community,Indoors,"4/5/2026, 9:00:00 AM","4/5/2026, 2:00:00 PM","Available during the Harvard academic year Sundays at 1:00 pm, October 5, 2025&ndash;April 26, 2026. See blackout dates.*

*Blackout dates: November 30, 2025&ndash;January 25, 2026, March 15, 2026 and March 22, 2026
This free tour, led by Harvard students, explores the Mediterranean Marketplaces: Connecting the Ancient World exhibition and how the movement of goods, peoples, and ideas around the ancient Mediterranean transformed the lives and livelihoods of people at all levels of society. Touch replicas and smell &ldquo;ancient&rdquo; scents as the students bring the past alive.

Visitors may drop in at the scheduled times. No reservation is required. Tours meet in the lobby and last approximately 45 minutes.

Groups of 10 or more may contact reservations to request other times. Please complete the reservation request form.",,,,,"Harvard Museum of the Ancient Near East
6 Divinity Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgDr9siWy4aKfBaUOZDz1M3a.jpg,38131
141,RENT,,,Music,Indoors,"4/5/2026, 10:00:00 AM","4/5/2026, 2:00:00 PM","Set in the East Village of New York City, RENT is about falling in love, finding your voice, and living for today. Running for 6 performances.",,,,,"Adams Pool Theater
26 Plympton St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgC6AAlps1TirE8zkhbyWSeH.jpg,38130
142,Barry Lyndon,,,Film,Indoors,"4/5/2026, 11:00:00 AM","4/5/2026, 6:00:00 PM","The reverse zoom shot, a technique employed to striking effect across Kubrick’s filmography, is elevated to an ethos in Barry Lyndon, the director’s lone foray into the costume drama. Recounting the decades-spanning rise and fall of the eponymous rogue (Ryan O’Neal) in 18th century Europe, the film places its audience in the position of bemused voyeurs rather than narrative participants, with the painterly photography and proscenium framing emphasizing our temporal and cultural remove from the action.",,,,,"Harvard Film Archive
24 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgAY%2AsgjUZDSeXv5vId5M7kT.jpg,38129
145,OFA Dance Program Community Classes,,,Classes/Workshops,Indoors,"4/5/2026, 8:00:00 PM","4/7/2026, 12:00:00 AM","Non-credit community classes in a broad range of movement styles and dance traditions for all levels and abilities. Taught by the OFA Dance Program's teaching artists– local professional dancers, pedagogues, and culture bearers– classes are designed to be inclusive, joyful, and culturally rooted, allowing participants to expand their understanding of dance and to connect to themselves and each other authentically. Several classes feature live music, and most don’t require any previous dance experience.",,,,,"Harvard Dance Center
66 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgCpXRK-Yav2jOjU0xN2FfYw.jpg,38127
144,In Memory of Gustavo Gutiérrez: 50 years of Liberation Theology,,,Exhibitions,Indoors,"4/5/2026, 8:00:00 PM","4/7/2026, 12:00:00 AM","An exhibit focused on the life and work of one of the most influential theologians of the 20th century, Gustavo Gutiérrez, and his role in the founding and development of liberation theology.
  
Liberation theology is a religious, social, and political movement originating in Latin America in the mid-twentieth century. Inspired by the Gospels, liberation theology stands in solidarity with those in the margins of society and strives to eradicate all forms of oppression. Ultimately, liberation theology’s goal is that all of us, but especially the poor, can flourish in communion with God and the neighbor. Gustavo Gutiérrez’s magnum opus, Teología de la liberación (1971), gave name and its foundational articulation to this theological tradition.",,,,,"Harvard Divinity School Library
45 Francis Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgDmFo6AsEBdg1bg3JZAcB8J.jpg,38128
147,Morning Prayers,,,Music,Indoors,"4/6/2026, 4:30:00 AM","4/6/2026, 8:45:00 AM","The daily Morning Prayers service is conducted each weekday morning from 8:30 to 8:45 a.m. in Appleton Chapel during the academic term. The service consists of music, prayer, and a brief address by a member or friend of the University.",,,,,"The Memorial Church of Harvard University
One Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgCdpLvQzl34AJvHf9Oc2SOG.jpg,38126
149,Cooking Up Change: Women’s Agency and Community Building Through Cookbooks,,,Art/Design,Indoors,"4/6/2026, 5:00:00 AM","4/6/2026, 4:30:00 PM","Drawn from the Schlesinger Library’s collection of more than 4,300 community cookbooks, ‘Cooking Up Change: Women’s Agency and Community Building Through Cookbooks’ explores the cultural and historical significance of community cookbooks from the nineteenth century to today. These volumes document how women’s groups across religious, educational, and civic organizations raised funds while preserving the social histories and culinary traditions of their communities.

Featuring cookbooks from diverse geographic regions and racial and ethnic communities, the exhibition highlights the intersection of foodways and community advocacy. Archival materials from local organizations reveal how these cookbooks were produced and marketed, while handmade and artistically embellished volumes underscore the creative labor involved. Annotated, food-stained pages attest to their everyday use and lasting presence in homes. Through recipes and reflections, ‘Cooking Up Change’ celebrates shared cooking traditions and the enduring power of women-led community building through the kitchen.",,,,,"Lia and William Poorvu Gallery, Schlesinger Library
3 James St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBdWFttnotlKR4SgHY-6%2Adz.jpg,38124
148,Castaway: The Afterlife of Plastic,,,Art/Design,Indoors,"4/6/2026, 5:00:00 AM","4/6/2026, 5:00:00 PM","In this exhibition, the art collective TRES invites us to share their 2016 journey to document, collect, and photograph debris along the beaches of Australia. Evoking archaeology, marine biology, and cartography, their images summon us to more deeply engage with the natural vistas and objects they have encountered, and to examine and interpret them with fresh perspectives.

TRES transports us with photographs of glowing orbs that resemble celestial spheres more than the bottle caps they once were. Making their way as garbage to Australia from as far away as China, these objects have been scarred by Bryozoa, tiny micro-organisms which can be seen in the display case in this exhibition. Now, plastic items such as these lay scattered about the otherwise pristine-appearing landscapes.

The rhythmic flow of images challenges us to make sense of the terrain. With hand-drawn maps and charts, TRES attempts to bring order to a perplexing world, where plastic objects resemble organic ones, and “natural” landscapes bear unmistakable traces of human-made pollution.",,,,,"Peabody Museum of Archaeology & Ethnology
11 Divinity Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgBX9RdVoStNT2N%2A1g4GEFiO.jpg,38125
154,Thanks for Typing: Women’s Type Labor in Literature and the Arts,,,Exhibitions,Indoors,"4/6/2026, 6:00:00 AM","4/6/2026, 5:00:00 PM","From the poems of Emily Dickinson to Vladimir Nabokov’s ""Lolita,"" many of the masterworks of modern literature were originally written by hand, then typed. But their creators were rarely the ones to type them. This work was performed by typists—usually women—working for love, money, or both. Largely uncredited, this labor has generally been undervalued and misunderstood, with the typists seen as mere conduits for the writing that passed through their hands. 

Recent scholars have started to challenge these assumptions about typists and their work. Borrowing its title from a 2021 essay collection edited by Juliana Dresvina, the exhibition Thanks for Typing builds on this scholarship, drawing on the collections at Houghton Library to spotlight typists’ contributions to literature, theater, film, and dance. In addition, the exhibition puts typists in context by showing the technical skill required for their work and exploring portrayals of typists in popular culture. 

Co-curated by Christine Jacobson, Associate Curator of Modern Books and Manuscripts, and Dale Stinchcomb, Drue Heinz Curator of Literary and Historical Manuscripts at The Morgan Library & Museum.",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgABag3V4vbou%2AapSJ4Vp4od.jpg,38120
153,New Acquisitions,,,Exhibitions,Indoors,"4/6/2026, 6:00:00 AM","4/6/2026, 5:00:00 PM","Curated by Houghton Library staff members, the “New Acquisitions” lobby display features recent additions to our collections. Widely disparate in content and format, they reflect Harvard Library’s commitment to collecting materials that document a broad range of human experience. 

Among the highlights are: 

- the first complete Bible printed in the Georgian language in 1743
- a poster from a larger collection of ephemera documenting the performances of the Deer Family
- Sylvia Plath’s copy of Thomas Hardy’s celebrated Victorian novel ""Far from the Madding Crowd""
- a 1910 memoir written by Japanese kabuki actors about their U.S. tour paired with a contemporaneous poster from a kabuki theater in Japan
- a devotional leaf featuring Saint Augustine with the Eagle of Saint John and Saint Bridget",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgAvAEjLInTNwXP4nwuo46h8.jpg,38121
151,Experimental Photography on Clay,,,Art/Design,Indoors,"4/6/2026, 6:00:00 AM","4/6/2026, 4:00:00 PM","Curated by artist and educator Anne Eder, this exhibition presents works and material experiments in light-sensitive image making on ceramic surfaces by students from Experimental Photography on Clay, a course Eder teaches exclusively through the Ceramics Program, Office for the Arts at Harvard. This cohort of international artists working in clay and photography is motivated by a shared curiosity about what happens when light, chemistry, and clay meet.

Exhibition dates: March 9 - April 24, 2026
Reception: Friday, March 13 from 5-7pm.",,,,,"Ceramics Program, Office for the Arts at Harvard
224 Western Ave
Allston",,,,,,,https://www.trumba.com/i/DgB10cDzhYnOqNDfTUWiYD0w.jpg,38122
150,Cataloging the Sky: John Flamsteed and the Royal Greenwich Observatory,,,Exhibitions,Indoors,"4/6/2026, 6:00:00 AM","4/6/2026, 5:00:00 PM","In celebration of the Royal Greenwich Observatory’s 350th anniversary, this work on display is one of the few surviving copies of a pirated edition of star charts produced by the observatory’s inaugural Astronomer Royal, John Flamsteed, without his permission. Outraged, the latter unrelentingly hunted down every copy of the work he could, and ultimately burned some 300 of the 400 printed.",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgCb2bxpLZgewfgXQxEavcCg.jpg,38123
155,Japanese Approaches to the Computational Image,,,Lecture,Indoors,"4/6/2026, 8:00:00 AM","4/6/2026, 1:00:00 PM",None,,,,,"Bowie-Vernon Conference Room (K262)
CGIS Knafel Building
1737 Cambridge St.
Cambridge",,,,,,,https://www.trumba.com/i/DgA01xVnDzQ-6e%2ALUD-v-5%2AD.jpg,38119
159,The Shining,,,Film,Indoors,"4/6/2026, 3:00:00 PM","4/6/2026, 9:25:00 PM","Early in The Shining, Jack Torrance (Jack Nicholson) refers to his wife Wendy (Shelley Duvall) as a “ghost story and horror film addict.” He might as well be alluding to the appetite of the film’s audience and priming them for a movie that both plays into and subverts expectations of the genre. The American psyche’s innate lust for violence and terror is a key theme in this notoriously free-wheeling Stephen King adaptation set in a haunted hotel built on an Indian burial ground high in the Rockies, where the Torrances, with toddler son in tow, come to care-take for a winter.",,,,,"Harvard Film Archive
24 Quincy St.
Cambridge",,,,,,,https://www.trumba.com/i/DgAz9%2AXlrLjFGvFuh5ughgnw.jpg,38118
162,OFA Dance Program Community Classes,,,Classes/Workshops,Indoors,"4/6/2026, 8:00:00 PM","4/8/2026, 12:00:00 AM","Non-credit community classes in a broad range of movement styles and dance traditions for all levels and abilities. Taught by the OFA Dance Program's teaching artists– local professional dancers, pedagogues, and culture bearers– classes are designed to be inclusive, joyful, and culturally rooted, allowing participants to expand their understanding of dance and to connect to themselves and each other authentically. Several classes feature live music, and most don’t require any previous dance experience.",,,,,"Harvard Dance Center
66 Garden St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgCpXRK-Yav2jOjU0xN2FfYw.jpg,38116
161,In Memory of Gustavo Gutiérrez: 50 years of Liberation Theology,,,Exhibitions,Indoors,"4/6/2026, 8:00:00 PM","4/8/2026, 12:00:00 AM","An exhibit focused on the life and work of one of the most influential theologians of the 20th century, Gustavo Gutiérrez, and his role in the founding and development of liberation theology.
  
Liberation theology is a religious, social, and political movement originating in Latin America in the mid-twentieth century. Inspired by the Gospels, liberation theology stands in solidarity with those in the margins of society and strives to eradicate all forms of oppression. Ultimately, liberation theology’s goal is that all of us, but especially the poor, can flourish in communion with God and the neighbor. Gustavo Gutiérrez’s magnum opus, Teología de la liberación (1971), gave name and its foundational articulation to this theological tradition.",,,,,"Harvard Divinity School Library
45 Francis Ave
Cambridge",,,,,,,https://www.trumba.com/i/DgDmFo6AsEBdg1bg3JZAcB8J.jpg,38117
164,Morning Prayers,,,Music,Indoors,"4/7/2026, 4:30:00 AM","4/7/2026, 8:45:00 AM","The daily Morning Prayers service is conducted each weekday morning from 8:30 to 8:45 a.m. in Appleton Chapel during the academic term. The service consists of music, prayer, and a brief address by a member or friend of the University.",,,,,"The Memorial Church of Harvard University
One Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgCdpLvQzl34AJvHf9Oc2SOG.jpg,38115
165,Cooking Up Change: Women’s Agency and Community Building Through Cookbooks,,,Art/Design,Indoors,"4/7/2026, 5:00:00 AM","4/7/2026, 4:30:00 PM","Drawn from the Schlesinger Library’s collection of more than 4,300 community cookbooks, ‘Cooking Up Change: Women’s Agency and Community Building Through Cookbooks’ explores the cultural and historical significance of community cookbooks from the nineteenth century to today. These volumes document how women’s groups across religious, educational, and civic organizations raised funds while preserving the social histories and culinary traditions of their communities.

Featuring cookbooks from diverse geographic regions and racial and ethnic communities, the exhibition highlights the intersection of foodways and community advocacy. Archival materials from local organizations reveal how these cookbooks were produced and marketed, while handmade and artistically embellished volumes underscore the creative labor involved. Annotated, food-stained pages attest to their everyday use and lasting presence in homes. Through recipes and reflections, ‘Cooking Up Change’ celebrates shared cooking traditions and the enduring power of women-led community building through the kitchen.",,,,,"Lia and William Poorvu Gallery, Schlesinger Library
3 James St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBdWFttnotlKR4SgHY-6%2Adz.jpg,38114
171,Thanks for Typing: Women’s Type Labor in Literature and the Arts,,,Exhibitions,Indoors,"4/7/2026, 6:00:00 AM","4/7/2026, 5:00:00 PM","From the poems of Emily Dickinson to Vladimir Nabokov’s ""Lolita,"" many of the masterworks of modern literature were originally written by hand, then typed. But their creators were rarely the ones to type them. This work was performed by typists—usually women—working for love, money, or both. Largely uncredited, this labor has generally been undervalued and misunderstood, with the typists seen as mere conduits for the writing that passed through their hands. 

Recent scholars have started to challenge these assumptions about typists and their work. Borrowing its title from a 2021 essay collection edited by Juliana Dresvina, the exhibition Thanks for Typing builds on this scholarship, drawing on the collections at Houghton Library to spotlight typists’ contributions to literature, theater, film, and dance. In addition, the exhibition puts typists in context by showing the technical skill required for their work and exploring portrayals of typists in popular culture. 

Co-curated by Christine Jacobson, Associate Curator of Modern Books and Manuscripts, and Dale Stinchcomb, Drue Heinz Curator of Literary and Historical Manuscripts at The Morgan Library & Museum.",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgABag3V4vbou%2AapSJ4Vp4od.jpg,38109
170,New Acquisitions,,,Exhibitions,Indoors,"4/7/2026, 6:00:00 AM","4/7/2026, 5:00:00 PM","Curated by Houghton Library staff members, the “New Acquisitions” lobby display features recent additions to our collections. Widely disparate in content and format, they reflect Harvard Library’s commitment to collecting materials that document a broad range of human experience. 

Among the highlights are: 

- the first complete Bible printed in the Georgian language in 1743
- a poster from a larger collection of ephemera documenting the performances of the Deer Family
- Sylvia Plath’s copy of Thomas Hardy’s celebrated Victorian novel ""Far from the Madding Crowd""
- a 1910 memoir written by Japanese kabuki actors about their U.S. tour paired with a contemporaneous poster from a kabuki theater in Japan
- a devotional leaf featuring Saint Augustine with the Eagle of Saint John and Saint Bridget",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgAvAEjLInTNwXP4nwuo46h8.jpg,38110
168,Experimental Photography on Clay,,,Art/Design,Indoors,"4/7/2026, 6:00:00 AM","4/7/2026, 4:00:00 PM","Curated by artist and educator Anne Eder, this exhibition presents works and material experiments in light-sensitive image making on ceramic surfaces by students from Experimental Photography on Clay, a course Eder teaches exclusively through the Ceramics Program, Office for the Arts at Harvard. This cohort of international artists working in clay and photography is motivated by a shared curiosity about what happens when light, chemistry, and clay meet.

Exhibition dates: March 9 - April 24, 2026
Reception: Friday, March 13 from 5-7pm.",,,,,"Ceramics Program, Office for the Arts at Harvard
224 Western Ave
Allston",,,,,,,https://www.trumba.com/i/DgB10cDzhYnOqNDfTUWiYD0w.jpg,38111
167,Celtic Art Across the Ages,,,Art/Design,Indoors,"4/7/2026, 6:00:00 AM","4/7/2026, 5:00:00 PM","When you think of the word “Celtic,” what do you picture? Perhaps intricate knotwork designs, legendary warriors, or mystical spirituality? Maybe even a certain NBA team? Celtic Art Across the Ages will introduce visitors to the worlds of the various peoples who were historically labeled “Celts”—through the objects they created, the interactions they had across the European continent, and the myths that shaped their legacy, then as now. The exhibition stretches from 800 BCE through today, showcasing the craftsmanship, innovation, cultural connections, and multilayered reception that characterized Celtic art in Europe and beyond.",,,,,"Harvard Art Museums
32 Quincy St. 
Cambridge",,,,,,,https://www.trumba.com/i/DgBKro7ME%2AKE5xyvcf6LMPs1.jpg,38112
166,Cataloging the Sky: John Flamsteed and the Royal Greenwich Observatory,,,Exhibitions,Indoors,"4/7/2026, 6:00:00 AM","4/7/2026, 5:00:00 PM","In celebration of the Royal Greenwich Observatory’s 350th anniversary, this work on display is one of the few surviving copies of a pirated edition of star charts produced by the observatory’s inaugural Astronomer Royal, John Flamsteed, without his permission. Outraged, the latter unrelentingly hunted down every copy of the work he could, and ultimately burned some 300 of the 400 printed.",,,,,"Houghton Library
Harvard Yard
Cambridge",,,,,,,https://www.trumba.com/i/DgCb2bxpLZgewfgXQxEavcCg.jpg,38113
